PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS08
4-character ID, P214
Station name, CorralitosCN2007
Begin Date, 2007-09-19
End Date, 2017-03-20
Release Date, 2017-03-22
Source file, P214.pbo.igs08.pos
Offset from source file, 84.80 mm North, -111.12 mm East, -7.41 mm Vertical
Reference position, 37.0010206703 North Latitude, -121.7965693295 East Longitude, 73.27046 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2015-11-07,155.10, -293.58, 12.33, 2.41, 2.17, 10.99, suppf,
2015-11-08,153.10, -293.98, 7.60, 2.63, 2.31, 12.02, suppf,
2015-11-09,153.58, -294.91, 11.17, 2.62, 2.3, 12.25, suppf,
2015-11-10,154.56, -296.58, 14.98, 2.46, 2.22, 11.41, suppf,
2015-11-11,154.59, -294.44, 10.87, 2.36, 2.11, 10.74, suppf,
2015-11-12,154.99, -293.78, 6.68, 2.4, 2.15, 10.98, suppf,
2015-11-13,153.83, -295.33, 10.78, 2.37, 2.15, 11.08, suppf,
2015-11-14,154.56, -295.88, 6.99, 2.4, 2.18, 11.17, suppf,
2015-11-15,153.97, -296.86, 12.90, 2.49, 2.27, 11.54, suppf,
2015-11-16,154.44, -294.64, 14.71, 2.42, 2.2, 11.12, suppf,
2015-11-17,154.10, -296.85, 16.60, 2.33, 2.1, 10.7, suppf,
2015-11-18,154.59, -297.00, 15.97, 2.45, 2.18, 11.35, suppf,
2015-11-19,153.49, -295.62, 4.69, 2.46, 2.19, 11.59, suppf,
2015-11-20,154.05, -296.85, 4.76, 2.54, 2.26, 11.84, suppf,
2015-11-21,155.25, -296.90, 8.39, 2.4, 2.14, 11.19, suppf,
2015-11-22,153.96, -296.37, 12.62, 2.38, 2.12, 10.99, suppf,
2015-11-23,154.33, -296.87, 12.64, 2.4, 2.13, 11.24, suppf,
2015-11-24,153.12, -296.53, 14.49, 2.47, 2.2, 11.64, suppf,
2015-11-25,153.64, -298.31, 5.50, 2.56, 2.28, 12.39, suppf,
2015-11-26,153.27, -296.06, 5.78, 2.39, 2.12, 11.2, suppf,
2015-11-27,154.42, -297.13, 10.72, 2.39, 2.17, 11.22, suppf,
2015-11-28,153.72, -296.48, 8.06, 2.36, 2.1, 11.09, suppf,
2015-11-29,154.53, -295.79, 4.19, 2.36, 2.1, 11, suppf,
2015-11-30,154.45, -297.02, 2.25, 2.43, 2.18, 11.41, suppf,
2015-12-01,153.87, -298.41, 11.91, 2.44, 2.18, 11.29, suppf,
2015-12-02,152.23, -297.52, 17.42, 2.36, 2.09, 10.92, suppf,
2015-12-03,153.91, -298.91, 18.64, 2.52, 2.26, 11.86, suppf,
2015-12-04,154.33, -297.78, 20.16, 2.41, 2.11, 10.93, suppf,
2015-12-05,153.69, -297.21, 6.42, 2.38, 2.09, 10.82, suppf,
2015-12-06,155.47, -297.30, -3.72, 2.49, 2.19, 11.39, suppf,
2015-12-07,153.67, -298.06, 15.31, 2.46, 2.21, 11.54, suppf,
2015-12-08,154.08, -298.58, 15.84, 2.46, 2.2, 11.52, suppf,
2015-12-09,156.10, -297.02, 6.39, 2.41, 2.12, 11.03, suppf,
2015-12-10,155.16, -298.01, 12.32, 2.58, 2.34, 12.14, suppf,
2015-12-11,154.84, -298.76, 6.61, 2.58, 2.28, 12.26, suppf,
2015-12-12,153.80, -297.59, 11.98, 2.5, 2.21, 11.8, suppf,
2015-12-13,154.20, -298.76, 13.50, 2.48, 2.18, 11.55, suppf,
2015-12-14,154.69, -299.62, 15.74, 2.42, 2.1, 11.13, suppf,
2015-12-15,152.63, -300.97, 6.46, 2.44, 2.15, 11.24, suppf,
2015-12-16,157.07, -298.22, 3.31, 2.47, 2.23, 11.48, suppf,
2015-12-17,156.30, -297.99, -0.15, 2.66, 2.36, 12.48, suppf,
2015-12-18,155.35, -298.97, 2.54, 2.46, 2.14, 11.43, suppf,
2015-12-19,155.95, -299.59, 6.83, 2.57, 2.27, 11.77, suppf,
2015-12-20,157.82, -299.71, 8.51, 2.44, 2.14, 11.29, suppf,
2015-12-21,156.01, -299.83, 12.59, 2.38, 2.11, 11.15, suppf,
2015-12-22,154.43, -301.93, 16.89, 2.48, 2.2, 11.78, suppf,
2015-12-23,154.94, -299.03, 9.15, 2.52, 2.2, 11.61, suppf,
2015-12-24,155.96, -299.09, 8.98, 2.5, 2.18, 11.59, suppf,
2015-12-25,156.80, -298.00, -6.65, 2.48, 2.16, 11.51, suppf,
2015-12-26,156.90, -299.47, -0.20, 2.48, 2.17, 11.54, suppf,
2015-12-27,155.55, -298.62, -2.91, 2.4, 2.1, 11.07, suppf,
2015-12-28,154.19, -299.78, 14.46, 2.48, 2.14, 11.44, suppf,
2015-12-29,156.77, -299.54, 4.31, 2.43, 2.11, 11.13, suppf,
2015-12-30,156.16, -299.17, -1.71, 2.47, 2.17, 11.58, suppf,
2015-12-31,157.36, -298.44, -0.25, 2.46, 2.16, 11.39, suppf,
2016-01-01,157.57, -299.81, -4.86, 2.46, 2.18, 11.5, suppf,
2016-01-02,156.14, -299.40, 4.68, 2.53, 2.23, 11.56, suppf,
2016-01-03,157.06, -298.42, 1.32, 2.46, 2.13, 11.11, suppf,
2016-01-04,156.21, -301.21, 8.03, 2.54, 2.24, 11.71, suppf,
2016-01-05,156.75, -300.85, -0.57, 2.49, 2.22, 11.55, suppf,
2016-01-06,156.86, -301.86, 10.25, 2.51, 2.2, 11.56, suppf,
2016-01-07,156.63, -300.70, 0.55, 2.49, 2.23, 11.38, suppf,
2016-01-08,155.95, -300.22, 7.25, 2.53, 2.23, 11.63, suppf,
2016-01-09,156.83, -299.84, 2.45, 2.52, 2.24, 11.72, suppf,
2016-01-10,157.84, -299.97, -1.93, 2.43, 2.18, 11.37, suppf,
2016-01-11,158.42, -299.58, -1.66, 2.48, 2.17, 11.37, suppf,
2016-01-12,158.49, -300.55, -5.77, 2.52, 2.19, 11.57, suppf,
2016-01-13,156.51, -298.80, -0.09, 2.63, 2.28, 11.92, suppf,
2016-01-14,158.28, -299.57, 0.39, 2.53, 2.22, 11.78, suppf,
2016-01-15,158.54, -300.76, -2.41, 2.66, 2.31, 12.31, suppf,
2016-01-16,161.13, -300.00, -5.97, 2.49, 2.2, 11.71, suppf,
2016-01-17,157.42, -300.67, 4.45, 2.47, 2.14, 11.28, suppf,
2016-01-18,157.93, -301.46, -4.27, 2.42, 2.1, 11.22, suppf,
2016-01-19,159.62, -298.09, -8.48, 2.72, 2.38, 12.85, suppf,
2016-01-20,158.46, -300.32, 7.27, 2.45, 2.14, 11.23, suppf,
2016-01-21,159.26, -300.85, -4.32, 2.41, 2.11, 11.03, suppf,
2016-01-22,158.96, -301.26, 5.62, 2.63, 2.27, 11.99, suppf,
2016-01-23,160.30, -304.24, 1.79, 2.6, 2.24, 11.55, suppf,
2016-01-24,157.76, -302.11, -1.21, 2.41, 2.14, 11.05, suppf,
2016-01-25,158.50, -299.82, -10.00, 2.45, 2.21, 11.42, suppf,
2016-01-26,158.70, -300.78, -15.17, 2.41, 2.15, 11.18, suppf,
2016-01-27,161.07, -302.50, -14.95, 2.49, 2.19, 11.37, suppf,
2016-01-28,160.25, -302.75, -4.92, 2.49, 2.19, 11.4, suppf,
2016-01-29,159.11, -301.27, -5.75, 2.54, 2.16, 11.36, suppf,
2016-01-30,158.96, -303.76, 16.75, 2.46, 2.2, 11.5, suppf,
2016-01-31,158.57, -301.07, 2.25, 2.53, 2.21, 11.65, suppf,
2016-02-01,159.84, -300.64, -7.73, 2.46, 2.17, 11.24, suppf,
2016-02-02,160.56, -299.47, -7.70, 2.51, 2.23, 11.58, suppf,
2016-02-03,158.27, -301.70, -9.28, 2.5, 2.23, 11.71, suppf,
2016-02-04,159.76, -300.98, -14.50, 2.51, 2.21, 11.61, suppf,
2016-02-05,158.86, -301.95, -6.89, 2.37, 2.07, 10.83, suppf,
2016-02-06,160.38, -301.12, -16.83, 2.44, 2.14, 11.25, suppf,
2016-02-07,160.20, -301.72, -9.73, 2.53, 2.19, 11.68, suppf,
2016-02-08,160.45, -301.56, -14.36, 2.52, 2.26, 11.95, suppf,
2016-02-09,159.36, -303.04, -11.50, 2.47, 2.19, 11.52, suppf,
2016-02-10,158.30, -303.51, -1.05, 2.44, 2.14, 11.22, suppf,
2016-02-11,158.02, -301.98, 0.48, 2.46, 2.17, 11.36, suppf,
2016-02-12,160.04, -301.34, -13.40, 2.46, 2.17, 11.39, suppf,
2016-02-13,159.57, -301.60, -8.28, 2.49, 2.25, 11.8, suppf,
2016-02-14,160.16, -304.77, -0.52, 2.46, 2.2, 11.5, suppf,
2016-02-15,164.10, -301.35, -13.25, 2.52, 2.19, 11.59, suppf,
2016-02-16,160.70, -302.88, -1.00, 2.38, 2.08, 10.9, suppf,
2016-02-17,159.12, -302.66, 0.64, 2.55, 2.22, 11.79, suppf,
2016-02-18,158.86, -302.81, 1.39, 2.67, 2.33, 12.19, suppf,
2016-02-19,160.08, -304.55, 1.97, 2.39, 2.13, 11.03, suppf,
2016-02-20,161.36, -304.01, -8.64, 2.44, 2.15, 11.07, suppf,
2016-02-21,159.79, -302.90, -4.91, 2.47, 2.17, 11.19, suppf,
2016-02-22,158.72, -303.99, 0.51, 2.42, 2.15, 10.99, suppf,
2016-02-23,159.90, -303.55, -3.32, 2.43, 2.18, 11.24, suppf,
2016-02-24,159.47, -304.78, 6.64, 2.37, 2.1, 10.94, suppf,
2016-02-25,160.69, -304.62, -10.48, 2.43, 2.14, 11.18, suppf,
2016-02-26,161.31, -303.78, -14.61, 2.52, 2.24, 11.68, suppf,
2016-02-27,161.18, -302.87, -7.28, 2.47, 2.19, 11.39, suppf,
2016-02-28,160.21, -303.10, 0.71, 2.42, 2.16, 11.14, suppf,
2016-02-29,161.12, -303.64, -0.14, 2.48, 2.2, 11.5, suppf,
2016-03-01,161.60, -304.19, 1.33, 2.41, 2.13, 11.05, suppf,
2016-03-02,160.31, -304.61, 1.36, 2.4, 2.11, 10.84, suppf,
2016-03-03,160.47, -303.91, -0.75, 2.49, 2.21, 11.49, suppf,
2016-03-04,158.95, -304.67, 3.42, 2.53, 2.25, 11.96, suppf,
2016-03-05,160.83, -305.48, 0.18, 2.53, 2.21, 11.65, suppf,
2016-03-06,161.41, -304.62, 2.74, 2.55, 2.2, 11.73, suppf,
2016-03-07,159.43, -305.34, 6.33, 2.6, 2.24, 11.89, suppf,
2016-03-08,161.24, -304.76, -0.88, 2.59, 2.29, 12.26, suppf,
2016-03-09,162.43, -303.69, -6.91, 2.56, 2.27, 11.95, suppf,
2016-03-10,161.61, -303.59, 3.82, 2.48, 2.21, 11.5, suppf,
2016-03-11,160.24, -306.84, 5.99, 2.58, 2.24, 11.72, suppf,
2016-03-12,162.39, -305.64, 0.48, 2.38, 2.12, 10.92, suppf,
2016-03-13,161.31, -302.95, -6.47, 2.53, 2.27, 11.88, suppf,
2016-03-14,161.72, -306.00, 5.35, 2.49, 2.33, 11.86, suppf,
2016-03-15,160.55, -303.95, 0.91, 2.39, 2.17, 10.98, suppf,
2016-03-16,159.70, -303.58, 1.00, 2.39, 2.18, 11.11, suppf,
2016-03-17,161.17, -305.93, 0.38, 2.53, 2.23, 11.6, suppf,
2016-03-18,161.73, -306.84, 1.77, 2.47, 2.22, 11.24, suppf,
2016-03-19,162.09, -305.44, -8.03, 2.42, 2.16, 11.02, suppf,
2016-03-20,162.88, -306.30, -1.16, 2.42, 2.19, 11.12, suppf,
2016-03-21,162.18, -304.93, -13.80, 2.56, 2.27, 12.13, suppf,
2016-03-22,162.06, -307.25, 4.69, 2.42, 2.16, 11.14, suppf,
2016-03-23,162.35, -306.88, 0.09, 2.4, 2.17, 10.94, suppf,
2016-03-24,161.54, -305.25, -9.52, 2.45, 2.21, 11.34, suppf,
2016-03-25,162.87, -304.39, -2.48, 2.38, 2.14, 10.99, suppf,
2016-03-26,162.87, -307.52, -3.06, 2.48, 2.28, 11.81, suppf,
2016-03-27,162.08, -305.67, -4.80, 2.41, 2.19, 11.02, suppf,
2016-03-28,162.85, -307.25, 1.04, 2.49, 2.22, 11.32, suppf,
2016-03-29,162.44, -305.17, 0.07, 2.48, 2.25, 11.54, suppf,
2016-03-30,161.37, -305.72, 1.46, 2.37, 2.15, 10.9, suppf,
2016-03-31,162.87, -306.34, 0.12, 2.36, 2.12, 10.75, suppf,
2016-04-01,161.08, -306.10, 1.37, 2.42, 2.25, 11.25, suppf,
2016-04-02,164.20, -305.73, -8.85, 2.34, 2.1, 10.8, suppf,
2016-04-03,162.94, -307.79, 1.16, 2.36, 2.14, 10.83, suppf,
2016-04-04,162.92, -305.54, -11.31, 2.47, 2.3, 11.71, suppf,
2016-04-05,164.46, -306.04, -9.35, 2.4, 2.18, 11.26, suppf,
2016-04-06,162.78, -307.54, 6.08, 2.4, 2.19, 11.17, suppf,
2016-04-07,164.33, -307.98, -6.09, 2.47, 2.24, 11.73, suppf,
2016-04-08,161.69, -308.30, 0.81, 2.35, 2.17, 11.1, suppf,
2016-04-09,162.08, -308.36, 7.46, 2.36, 2.18, 11.3, suppf,
2016-04-10,161.76, -308.09, 0.57, 2.43, 2.26, 11.84, suppf,
2016-04-11,162.86, -308.82, 5.12, 2.37, 2.15, 11, suppf,
2016-04-12,163.23, -307.78, -2.30, 2.39, 2.2, 11.48, suppf,
2016-04-13,160.31, -309.20, 6.65, 2.42, 2.22, 11.43, suppf,
2016-04-14,165.10, -307.15, -2.70, 2.49, 2.24, 11.77, suppf,
2016-04-15,164.94, -309.48, 1.67, 2.42, 2.24, 11.5, suppf,
2016-04-16,162.44, -308.64, -7.27, 2.42, 2.22, 11.64, suppf,
2016-04-17,163.97, -307.36, -6.31, 2.32, 2.11, 10.72, suppf,
2016-04-18,163.83, -309.52, -5.41, 2.42, 2.25, 11.61, suppf,
2016-04-19,163.90, -309.27, 7.93, 2.43, 2.22, 11.59, suppf,
2016-04-20,164.02, -308.57, -6.08, 2.4, 2.24, 11.43, suppf,
2016-04-21,164.30, -309.92, -4.18, 2.45, 2.3, 11.76, suppf,
2016-04-22,164.37, -310.18, -2.20, 2.48, 2.3, 11.85, suppf,
2016-04-23,163.02, -311.21, 11.06, 2.42, 2.25, 11.47, suppf,
2016-04-24,164.94, -310.01, -7.34, 2.46, 2.3, 11.64, suppf,
2016-04-25,165.38, -310.24, 7.40, 2.54, 2.38, 12.03, suppf,
2016-04-26,165.03, -310.07, -3.53, 2.45, 2.28, 11.94, suppf,
2016-04-27,165.30, -310.28, -9.74, 2.74, 2.55, 13.24, suppf,
2016-04-28,167.55, -311.67, 6.04, 2.48, 2.28, 11.77, suppf,
2016-04-29,165.14, -309.97, -5.56, 2.42, 2.24, 11.61, suppf,
2016-04-30,164.05, -309.97, -1.04, 2.37, 2.17, 11.02, suppf,
2016-05-01,165.13, -310.61, -8.26, 2.41, 2.27, 11.34, suppf,
2016-05-02,165.01, -312.06, -2.67, 2.43, 2.28, 11.57, suppf,
2016-05-03,164.56, -311.94, -0.17, 2.5, 2.34, 11.97, suppf,
2016-05-04,165.54, -311.18, -3.37, 2.5, 2.29, 11.66, suppf,
2016-05-05,164.79, -313.07, -0.38, 2.49, 2.28, 11.68, suppf,
2016-05-06,164.41, -313.45, 8.54, 2.49, 2.32, 11.74, suppf,
2016-05-07,166.23, -311.08, -1.23, 2.41, 2.25, 11.38, suppf,
2016-05-08,165.67, -311.43, -9.32, 2.48, 2.3, 11.77, suppf,
2016-05-09,163.57, -311.22, 1.14, 2.35, 2.19, 11.09, suppf,
2016-05-10,164.68, -312.47, -5.36, 2.64, 2.46, 12.61, suppf,
2016-05-11,165.21, -314.31, 0.05, 2.47, 2.29, 11.72, suppf,
2016-05-12,165.28, -311.92, -3.49, 2.42, 2.27, 11.53, suppf,
2016-05-13,165.48, -311.58, -4.49, 2.4, 2.24, 11.26, suppf,
2016-05-14,162.93, -313.43, 2.62, 2.41, 2.25, 11.4, suppf,
2016-05-15,164.31, -312.37, -5.62, 2.47, 2.31, 11.92, suppf,
2016-05-16,165.34, -313.04, 5.81, 2.48, 2.33, 11.89, suppf,
2016-05-17,166.01, -313.00, -2.17, 2.49, 2.34, 11.98, suppf,
2016-05-18,165.92, -312.70, -4.19, 2.43, 2.27, 11.47, suppf,
2016-05-19,165.31, -312.76, -0.48, 2.5, 2.33, 11.74, suppf,
2016-05-20,166.37, -315.89, -11.84, 2.4, 2.24, 11.5, suppf,
2016-05-21,164.25, -313.11, -4.94, 2.4, 2.27, 11.52, suppf,
2016-05-22,163.28, -313.74, -4.22, 2.3, 2.18, 10.91, suppf,
2016-05-23,165.69, -313.65, -2.51, 2.39, 2.24, 11.38, suppf,
2016-05-24,164.85, -313.50, -0.72, 2.34, 2.2, 11.02, suppf,
2016-05-25,164.38, -313.87, -2.03, 2.37, 2.21, 11.22, suppf,
2016-05-26,165.74, -314.99, 8.37, 2.45, 2.23, 11.44, suppf,
2016-05-27,164.85, -314.41, 7.59, 2.49, 2.3, 11.65, suppf,
2016-05-28,163.91, -314.36, 7.98, 2.42, 2.25, 11.46, suppf,
2016-05-29,164.54, -313.87, 1.94, 2.36, 2.23, 11.12, suppf,
2016-05-30,165.75, -313.99, 0.33, 2.32, 2.17, 10.89, suppf,
2016-05-31,164.77, -316.01, 0.16, 2.38, 2.24, 11.36, suppf,
2016-06-01,164.62, -315.40, 6.81, 2.31, 2.16, 10.95, suppf,
2016-06-02,163.91, -314.65, 2.70, 2.43, 2.31, 11.86, suppf,
2016-06-03,163.78, -314.34, 6.07, 2.46, 2.3, 11.63, suppf,
2016-06-04,164.58, -313.62, 4.92, 2.43, 2.28, 11.63, suppf,
2016-06-05,165.69, -316.08, 4.98, 2.4, 2.21, 11.42, suppf,
2016-06-06,166.32, -316.77, 6.42, 2.33, 2.19, 11.08, suppf,
2016-06-07,164.84, -316.93, 12.33, 2.37, 2.2, 11.26, suppf,
2016-06-08,164.96, -316.79, 4.01, 2.42, 2.29, 11.72, suppf,
2016-06-09,164.96, -315.92, 3.83, 2.42, 2.26, 11.49, suppf,
2016-06-10,165.16, -316.55, 12.12, 2.39, 2.24, 11.45, suppf,
2016-06-11,164.51, -316.31, 14.22, 2.38, 2.22, 11.29, suppf,
2016-06-12,164.75, -316.19, 7.55, 2.4, 2.22, 11.44, suppf,
2016-06-13,165.75, -315.77, 6.22, 2.45, 2.28, 11.74, suppf,
2016-06-14,165.15, -316.56, 13.60, 2.46, 2.3, 11.87, suppf,
2016-06-15,164.86, -316.79, 12.96, 2.37, 2.21, 11.38, suppf,
2016-06-16,165.29, -317.22, 16.20, 2.4, 2.24, 11.55, suppf,
2016-06-17,166.34, -316.17, 0.66, 2.42, 2.22, 11.51, suppf,
2016-06-18,166.90, -317.45, 7.31, 2.53, 2.34, 12.24, suppf,
2016-06-19,165.75, -317.31, 6.47, 2.43, 2.27, 11.71, suppf,
2016-06-20,167.94, -315.74, 0.11, 2.45, 2.27, 11.89, suppf,
2016-06-21,167.85, -315.94, -0.13, 2.51, 2.32, 11.99, suppf,
2016-06-22,165.81, -317.44, 3.78, 2.52, 2.35, 11.9, suppf,
2016-06-23,165.53, -317.35, 9.78, 2.47, 2.26, 11.78, suppf,
2016-06-24,165.44, -316.79, 10.99, 2.57, 2.36, 12.29, suppf,
2016-06-25,167.02, -317.42, 5.93, 2.5, 2.26, 11.58, suppf,
2016-06-26,166.07, -318.65, 5.53, 2.49, 2.27, 11.73, suppf,
2016-06-27,166.24, -318.31, 2.02, 2.42, 2.21, 11.3, suppf,
2016-06-28,165.89, -316.98, 5.49, 2.46, 2.22, 11.45, suppf,
2016-06-29,166.11, -317.64, 8.71, 2.44, 2.25, 11.63, suppf,
2016-06-30,164.50, -318.53, 18.07, 2.3, 2.11, 10.7, suppf,
2016-07-01,166.33, -318.28, 2.47, 2.36, 2.17, 11.08, suppf,
2016-07-02,165.94, -319.20, 10.23, 2.36, 2.16, 11.16, suppf,
2016-07-03,166.22, -318.58, 6.01, 2.37, 2.14, 11.17, suppf,
2016-07-04,166.06, -317.49, 6.71, 2.4, 2.25, 11.55, suppf,
2016-07-05,166.08, -317.67, 10.18, 2.37, 2.15, 11.01, suppf,
2016-07-06,166.05, -317.92, 6.95, 2.43, 2.21, 11.43, suppf,
2016-07-07,167.22, -319.69, 11.05, 2.42, 2.22, 11.35, suppf,
2016-07-08,167.45, -318.62, 3.32, 2.41, 2.18, 11.14, suppf,
2016-07-09,165.87, -318.74, 12.28, 2.37, 2.2, 11.18, suppf,
2016-07-10,165.93, -317.32, 13.92, 2.39, 2.18, 11.17, suppf,
2016-07-11,167.07, -319.49, 12.50, 2.38, 2.17, 11.19, suppf,
2016-07-12,166.65, -318.74, 5.34, 2.42, 2.22, 11.39, suppf,
2016-07-13,166.61, -319.66, 17.36, 2.45, 2.28, 11.7, suppf,
2016-07-14,165.98, -318.97, 14.05, 2.26, 2.08, 10.6, suppf,
2016-07-15,166.07, -317.58, 4.74, 2.38, 2.22, 11.29, suppf,
2016-07-16,168.35, -318.14, 11.71, 2.33, 2.13, 10.85, suppf,
2016-07-17,166.69, -320.21, 16.04, 2.39, 2.17, 11.31, suppf,
2016-07-18,166.63, -319.30, 8.00, 2.42, 2.27, 11.56, suppf,
2016-07-19,166.41, -319.32, 11.71, 2.36, 2.26, 11.47, suppf,
2016-07-20,167.89, -318.96, 2.26, 2.44, 2.33, 11.77, suppf,
2016-07-21,167.15, -318.56, 5.94, 2.46, 2.26, 11.8, suppf,
2016-07-22,166.04, -319.72, 7.95, 2.42, 2.26, 11.57, suppf,
2016-07-23,167.54, -319.99, 9.80, 2.41, 2.24, 11.44, suppf,
2016-07-24,166.80, -321.36, 11.04, 2.39, 2.23, 11.44, suppf,
2016-07-25,167.39, -321.37, 12.90, 2.33, 2.16, 10.9, suppf,
2016-07-26,167.55, -320.10, 14.89, 2.39, 2.26, 11.41, suppf,
2016-07-27,167.67, -318.69, 1.08, 2.53, 2.3, 11.67, suppf,
2016-07-28,167.88, -321.06, 3.07, 2.44, 2.24, 11.32, suppf,
2016-07-29,168.29, -321.46, 8.93, 2.48, 2.25, 11.52, suppf,
2016-07-30,168.21, -322.16, 9.25, 2.38, 2.2, 11.21, suppf,
2016-07-31,167.96, -321.17, 13.89, 2.36, 2.12, 10.92, suppf,
2016-08-01,167.79, -320.97, 7.45, 2.28, 2.06, 10.61, suppf,
2016-08-02,167.96, -320.22, 4.39, 2.42, 2.22, 11.55, suppf,
2016-08-03,168.36, -321.20, 7.77, 2.39, 2.23, 11.49, suppf,
2016-08-04,167.57, -321.18, 3.66, 2.44, 2.22, 11.66, suppf,
2016-08-05,168.35, -322.45, 12.29, 2.42, 2.18, 11.33, suppf,
2016-08-06,167.21, -322.19, 18.05, 2.38, 2.16, 11.36, suppf,
2016-08-07,167.96, -322.00, 9.73, 2.36, 2.17, 11.26, suppf,
2016-08-08,167.05, -322.36, 14.02, 2.43, 2.21, 11.46, suppf,
2016-08-09,168.03, -322.49, 7.84, 2.41, 2.24, 11.54, suppf,
2016-08-10,167.67, -322.38, 5.29, 2.37, 2.17, 11.21, suppf,
2016-08-11,167.63, -322.98, 6.67, 2.37, 2.15, 10.96, suppf,
2016-08-12,168.31, -322.08, 10.35, 2.36, 2.13, 11.01, suppf,
2016-08-13,168.93, -321.91, 8.15, 2.37, 2.23, 11.46, suppf,
2016-08-14,168.20, -321.12, 3.03, 2.42, 2.22, 11.55, suppf,
2016-08-15,168.85, -322.79, 2.41, 2.38, 2.2, 11.35, suppf,
2016-08-16,169.39, -322.84, 3.69, 2.41, 2.26, 11.78, suppf,
2016-08-17,169.53, -321.76, 5.56, 2.37, 2.18, 11.3, suppf,
2016-08-18,168.90, -323.55, 3.49, 2.41, 2.2, 11.44, suppf,
2016-08-19,168.44, -322.06, 10.40, 2.51, 2.33, 11.79, suppf,
2016-08-20,169.16, -322.39, 8.14, 2.37, 2.2, 11.32, suppf,
2016-08-21,170.26, -322.56, 10.57, 2.35, 2.19, 11.04, suppf,
2016-08-22,168.92, -323.77, 16.75, 2.43, 2.22, 11.41, suppf,
2016-08-23,169.33, -324.44, 9.30, 2.35, 2.18, 10.97, suppf,
2016-08-24,169.01, -323.98, 11.08, 2.36, 2.15, 11.09, suppf,
2016-08-25,168.30, -324.07, 13.00, 2.4, 2.2, 11.26, suppf,
2016-08-26,171.36, -323.96, -0.20, 2.39, 2.21, 11.16, suppf,
2016-08-27,169.62, -324.61, 5.99, 2.39, 2.27, 11.47, suppf,
2016-08-28,169.36, -325.39, 4.50, 2.36, 2.22, 11.08, suppf,
2016-08-29,170.10, -323.37, 7.23, 2.39, 2.22, 11.29, suppf,
2016-08-30,168.63, -321.13, 6.95, 2.48, 2.32, 11.51, suppf,
2016-08-31,170.72, -326.28, 5.17, 2.5, 2.34, 11.69, suppf,
2016-09-01,170.22, -324.22, 2.94, 2.48, 2.35, 11.86, suppf,
2016-09-02,169.66, -325.35, 7.20, 2.58, 2.41, 12.27, suppf,
2016-09-03,169.64, -326.89, 15.20, 2.41, 2.27, 11.41, suppf,
2016-09-04,168.42, -325.98, 16.22, 2.43, 2.24, 11.41, suppf,
2016-09-05,169.51, -325.49, 9.19, 2.47, 2.26, 11.51, suppf,
2016-09-06,170.42, -326.37, 6.57, 2.42, 2.2, 11.21, suppf,
2016-09-07,169.60, -325.91, 8.47, 2.5, 2.35, 11.97, suppf,
2016-09-08,170.25, -324.51, 5.58, 2.51, 2.31, 11.78, suppf,
2016-09-09,169.76, -325.99, 10.03, 2.39, 2.22, 11.36, suppf,
2016-09-10,169.75, -325.60, 7.17, 2.44, 2.21, 11.46, suppf,
2016-09-11,171.14, -325.96, 12.27, 2.47, 2.24, 11.5, suppf,
2016-09-12,170.46, -327.56, 17.11, 2.46, 2.31, 11.71, suppf,
2016-09-13,169.17, -326.73, 15.35, 2.48, 2.33, 11.85, suppf,
2016-09-14,170.98, -326.57, 7.32, 2.42, 2.29, 11.75, suppf,
2016-09-15,169.70, -326.27, 16.04, 2.39, 2.2, 11.29, suppf,
2016-09-16,170.47, -326.88, 7.30, 2.47, 2.26, 11.8, suppf,
2016-09-17,170.97, -325.64, 2.23, 2.43, 2.26, 11.6, suppf,
2016-09-18,170.96, -325.92, 10.01, 2.46, 2.29, 11.81, suppf,
2016-09-19,170.15, -326.91, 13.28, 2.38, 2.2, 11.3, suppf,
2016-09-20,169.58, -327.38, 12.88, 2.44, 2.26, 11.64, suppf,
2016-09-21,169.04, -327.67, 19.44, 2.5, 2.29, 11.81, suppf,
2016-09-22,170.20, -327.81, 13.69, 2.44, 2.28, 11.46, suppf,
2016-09-23,171.38, -326.47, 11.46, 2.43, 2.29, 11.51, suppf,
2016-09-24,169.91, -327.14, 15.45, 2.44, 2.23, 11.68, suppf,
2016-09-25,170.45, -327.57, 7.62, 2.31, 2.15, 10.86, suppf,
2016-09-26,169.84, -328.87, 17.55, 2.36, 2.2, 11.27, suppf,
2016-09-27,171.30, -327.26, 6.84, 2.35, 2.17, 11.17, suppf,
2016-09-28,170.88, -326.82, 6.43, 2.39, 2.17, 11.38, suppf,
2016-09-29,170.87, -328.27, 7.90, 2.37, 2.17, 11.32, suppf,
2016-09-30,171.00, -328.13, 6.71, 2.36, 2.16, 10.97, suppf,
2016-10-01,169.07, -326.74, 17.94, 2.4, 2.2, 11.42, suppf,
2016-10-02,170.01, -329.11, 15.35, 2.43, 2.24, 11.58, suppf,
2016-10-03,172.19, -326.84, 8.34, 2.49, 2.27, 11.72, suppf,
2016-10-04,172.03, -326.40, 7.41, 2.44, 2.25, 11.39, suppf,
2016-10-05,172.11, -327.28, 14.08, 2.45, 2.29, 11.76, suppf,
2016-10-06,173.67, -325.84, 12.69, 2.43, 2.28, 11.94, suppf,
